CostCenter,Account,cost,BPA
Sales-05,800000,6095.73,sales.csv
Sales-05,800001,6012.85,sales.csv
Sales-05,800002,3535.07,sales.csv
Marketing-01,100000,66887.37,sales.csv
Marketing-01,100001,17390.72,sales.csv
Marketing-01,200000,49055.81,sales.csv
Marketing-01,400000,845.77,sales.csv
Marketing-01,400001,461.83,sales.csv
Marketing-01,500000,11253.06,sales.csv
Marketing-01,600000,7440.4,sales.csv
Marketing-01,600001,33092.83,sales.csv
Marketing-01,600002,13690.66,sales.csv
Marketing-01,700000,3916.33,ITDemand.csv
Marketing-01,700001,413.72,ITDemand.csv
Marketing-01,700002,9456.19,ITDemand.csv
Marketing-01,700003,5175.16,ITDemand.csv
Marketing-01,800000,9448.98,sales.csv
Marketing-01,800001,6620.53,sales.csv
Marketing-01,800002,3736.34,sales.csv
Marketing-02,100000,79037.68,sales.csv
Marketing-02,100001,20549.8,sales.csv
Marketing-02,200000,85016.9,sales.csv
Marketing-02,400000,517.05,sales.csv
Marketing-02,400001,949.02,sales.csv
Marketing-02,500000,40520.32,sales.csv
Marketing-02,600000,3870,sales.csv
Marketing-02,600001,14260.03,sales.csv
Marketing-02,600002,5072.35,sales.csv
Marketing-02,700000,4484.09,ITDemand.csv
Marketing-02,700001,9522.98,ITDemand.csv
Marketing-02,700002,8975.81,ITDemand.csv
Marketing-02,700003,2909.99,ITDemand.csv
Marketing-02,800000,1290.08,sales.csv
Marketing-02,800001,1023.41,sales.csv
Marketing-02,800002,789.1,sales.csv
Marketing-03,100000,6876.37,sales.csv
Marketing-03,100001,1787.86,sales.csv
Marketing-03,200000,53233.38,sales.csv
Marketing-03,400000,897.67,sales.csv
Marketing-03,400001,465.02,sales.csv
Marketing-03,500000,41000.03,sales.csv
Marketing-03,600000,23210.59,sales.csv
Marketing-03,600001,34471.23,sales.csv
Marketing-03,600002,18843.06,sales.csv
Marketing-03,700000,6802.09,ITDemand.csv
Marketing-03,700001,9113.01,ITDemand.csv
Marketing-03,700002,5146.27,ITDemand.csv
Marketing-03,700003,5246.06,ITDemand.csv
Marketing-03,800000,3394.76,sales.csv
Marketing-03,800001,7490.47,sales.csv
Marketing-03,800002,1382.35,sales.csv
Product-Mgmt-01,100000,94463.3,implementation.csv
Product-Mgmt-01,100001,24560.46,implementation.csv
Product-Mgmt-01,200000,85286.88,implementation.csv
Product-Mgmt-01,400000,375.92,implementation.csv
Product-Mgmt-01,400001,295.84,implementation.csv
Product-Mgmt-01,500000,27217.35,implementation.csv
Product-Mgmt-01,600000,28445.35,implementation.csv
Product-Mgmt-01,600001,24552.2,implementation.csv
Product-Mgmt-01,600002,38044.14,implementation.csv
Product-Mgmt-01,700000,1475.85,ITDemand.csv
Product-Mgmt-01,700001,4554.87,ITDemand.csv
Product-Mgmt-01,700002,1058.28,ITDemand.csv
Product-Mgmt-01,700003,4119.74,ITDemand.csv
Product-Mgmt-01,800000,2171.86,implementation.csv
Product-Mgmt-01,800001,9494.86,implementation.csv
Product-Mgmt-01,800002,1653.13,implementation.csv
R&D-01,100000,9523.16,implementation.csv
R&D-01,100001,2476.02,implementation.csv
R&D-01,200000,22413.1,implementation.csv
R&D-01,400000,6.71,implementation.csv
R&D-01,400001,531.5,implementation.csv
R&D-01,500000,16450.23,implementation.csv
R&D-01,600000,24294.57,implementation.csv
R&D-01,600001,26987.94,implementation.csv
R&D-01,600002,29792.13,implementation.csv
R&D-01,700000,3334.59,ITDemand.csv
R&D-01,700001,8409.58,ITDemand.csv
R&D-01,700002,2550.95,ITDemand.csv
R&D-01,700003,6113.46,ITDemand.csv
R&D-01,800000,750.71,implementation.csv
R&D-01,800001,1176.71,implementation.csv
R&D-01,800002,8688.92,implementation.csv
R&D-02,100000,80847.74,implementation.csv
R&D-02,100001,21020.41,implementation.csv
R&D-02,200000,56494.53,implementation.csv
R&D-02,400000,845.39,implementation.csv
R&D-02,400001,406.63,implementation.csv
R&D-02,500000,26221.73,implementation.csv
R&D-02,600000,21285.89,implementation.csv
R&D-02,600001,12224.63,implementation.csv
R&D-02,600002,23193.07,implementation.csv
R&D-02,700000,5045.45,ITDemand.csv
R&D-02,700001,3696.82,ITDemand.csv
R&D-02,700002,3984.14,ITDemand.csv
R&D-02,700003,6144.41,ITDemand.csv
R&D-02,800000,6190.68,implementation.csv
R&D-02,800001,3985.21,implementation.csv
R&D-02,800002,5609.77,implementation.csv
R&D-03,100000,27622.53,implementation.csv
R&D-03,100001,7181.86,implementation.csv
R&D-03,200000,75009.86,implementation.csv
R&D-03,400000,171.11,implementation.csv
R&D-03,400001,151.73,implementation.csv
R&D-03,500000,37503.76,implementation.csv
R&D-03,600000,4596.66,implementation.csv
R&D-03,600001,9192.88,implementation.csv
R&D-03,600002,17803.66,implementation.csv
R&D-03,700000,4256.64,ITDemand.csv
R&D-03,700001,8112.22,ITDemand.csv
R&D-03,700002,279.37,ITDemand.csv
R&D-03,700003,3734.01,ITDemand.csv
R&D-03,800000,3125.74,implementation.csv
R&D-03,800001,2422.66,implementation.csv
R&D-03,800002,2536.51,implementation.csv
R&D-04,100000,37862.33,sales.csv
R&D-04,100001,9844.21,sales.csv
R&D-04,200000,88747.55,sales.csv
R&D-04,400000,733.64,sales.csv
R&D-04,400001,431.65,sales.csv
R&D-04,500000,43405.42,sales.csv
R&D-04,600000,4666.56,sales.csv
R&D-04,600001,22523.85,sales.csv
R&D-04,600002,25837.07,sales.csv
R&D-04,700000,6268.39,ITDemand.csv
R&D-04,700001,8120.74,ITDemand.csv
R&D-04,700002,4302.69,ITDemand.csv
R&D-04,700003,1095.24,ITDemand.csv
R&D-04,800000,6327.01,sales.csv
R&D-04,800001,1149.67,sales.csv
R&D-04,800002,9357.9,sales.csv
FIN-01,100000,400.49,sales.csv
FIN-01,100001,104.13,sales.csv
FIN-01,200000,56430.75,sales.csv
FIN-01,400000,821.12,sales.csv
FIN-01,400001,849.13,sales.csv
FIN-01,500000,3389.91,sales.csv
FIN-01,600000,13461.28,sales.csv
FIN-01,600001,13274.7,sales.csv
FIN-01,600002,33279.01,sales.csv
FIN-01,700000,1685.96,ITDemand.csv
FIN-01,700001,5188.76,ITDemand.csv
FIN-01,700002,1540.87,ITDemand.csv
FIN-01,700003,511.37,ITDemand.csv
FIN-01,800000,1629.22,sales.csv
FIN-01,800001,3697.4,sales.csv
FIN-01,800002,5869.33,sales.csv
ACC-01,100000,99661.9,sales.csv
ACC-01,100001,25912.09,sales.csv
ACC-01,200000,19276.79,sales.csv
ACC-01,400000,741,sales.csv
ACC-01,400001,169.56,sales.csv
ACC-01,500000,43007.34,sales.csv
ACC-01,600000,43810.48,sales.csv
ACC-01,600001,21897.35,sales.csv
ACC-01,600002,24084.02,sales.csv
ACC-01,700000,848.1,ITDemand.csv
ACC-01,700001,238.5,ITDemand.csv
ACC-01,700002,859.8,ITDemand.csv
ACC-01,700003,4915.83,ITDemand.csv
ACC-01,800000,4557.29,sales.csv
ACC-01,800001,6467.35,sales.csv
ACC-01,800002,167.04,sales.csv
IT-01,100000,5478.62,ITDemand.csv
IT-01,100001,1424.44,ITDemand.csv
IT-01,200000,93799.94,ITDemand.csv
IT-01,400000,489.12,ITDemand.csv
IT-01,400001,412.98,ITDemand.csv
IT-01,500000,34823.92,ITDemand.csv
IT-01,600000,24649.07,ITDemand.csv
IT-01,600001,31821.33,ITDemand.csv
IT-01,600002,6019.21,ITDemand.csv
IT-01,700000,3160.17,ITDemand.csv
IT-01,700001,8947.19,ITDemand.csv
IT-01,700002,4009.68,ITDemand.csv
IT-01,700003,1696.66,ITDemand.csv
IT-01,800000,4420,ITDemand.csv
IT-01,800001,9782.73,ITDemand.csv
IT-01,800002,8470.54,ITDemand.csv
PS-01,100000,32789.42,implementation.csv
PS-01,100001,8525.25,implementation.csv
PS-01,200000,75380.48,implementation.csv
PS-01,400000,414.12,implementation.csv
PS-01,400001,880.98,implementation.csv
PS-01,500000,35149.36,implementation.csv
PS-01,600000,18523.55,implementation.csv
PS-01,600001,25400.08,implementation.csv
PS-01,600002,12141.74,implementation.csv
PS-01,700000,3606.01,implementation.csv
PS-01,700001,4417.18,implementation.csv
PS-01,700002,1413.71,implementation.csv
PS-01,700003,2119.07,implementation.csv
PS-01,800000,7146.34,implementation.csv
PS-01,800001,7048.24,implementation.csv
PS-01,800002,7590.48,implementation.csv
IS-01,100000,20132,payroll.csv
IS-01,100001,5234.32,payroll.csv
IS-01,200000,53456.64,payroll.csv
IS-01,400000,844.58,payroll.csv
IS-01,400001,111.65,payroll.csv
IS-01,500000,476.15,payroll.csv
IS-01,600000,43120.34,payroll.csv
IS-01,600001,12670.84,payroll.csv
IS-01,600002,41058.02,payroll.csv
IS-01,700000,3734.61,payroll.csv
IS-01,700001,9903.57,payroll.csv
IS-01,700002,7958.38,payroll.csv
IS-01,700003,2977.06,payroll.csv
IS-01,800000,28.64,payroll.csv
IS-01,800001,4602.6,payroll.csv
IS-01,800002,4244.65,payroll.csv
Exec-Office-01,100000,60732.84,sales.csv
Exec-Office-01,100001,15790.54,sales.csv
Exec-Office-01,200000,32855.06,sales.csv
Exec-Office-01,400000,455.39,sales.csv
Exec-Office-01,400001,414.8,sales.csv
Exec-Office-01,500000,44928.4,sales.csv
Exec-Office-01,600000,3538.88,sales.csv
Exec-Office-01,600001,2101.23,sales.csv
Exec-Office-01,600002,19172.12,sales.csv
Exec-Office-01,700000,4215.5,sales.csv
Exec-Office-01,700001,8345.23,sales.csv
Exec-Office-01,700002,6578.88,sales.csv
Exec-Office-01,700003,5230.34,sales.csv
Exec-Office-01,800000,8157.1,sales.csv
Exec-Office-01,800001,3339.09,sales.csv
Exec-Office-01,800002,3292.87,sales.csv
LEG-01,100000,56021.81,sales.csv
LEG-01,100001,14565.67,sales.csv
LEG-01,200000,17288.62,sales.csv
LEG-01,400000,274.45,sales.csv
LEG-01,400001,591.42,sales.csv
LEG-01,500000,3773.65,sales.csv
LEG-01,600000,21337.7,sales.csv
LEG-01,600001,7454.5,sales.csv
LEG-01,600002,39087.87,sales.csv
LEG-01,700000,3762.21,ITDemand.csv
LEG-01,700001,5158.1,ITDemand.csv
LEG-01,700002,4781.37,ITDemand.csv
LEG-01,700003,4118.57,ITDemand.csv
LEG-01,800000,3103.62,sales.csv
LEG-01,800001,5116.17,sales.csv
LEG-01,800002,6283.45,sales.csv
TAX-01,100000,75513.17,sales.csv
TAX-01,100001,19633.42,sales.csv
TAX-01,200000,42760.95,sales.csv
TAX-01,400000,125.42,sales.csv
TAX-01,400001,450.34,sales.csv
TAX-01,500000,42937.05,sales.csv
TAX-01,600000,27367.82,sales.csv
TAX-01,600001,40897.38,sales.csv
TAX-01,600002,22224.8,sales.csv
TAX-01,700000,8923.05,ITDemand.csv
TAX-01,700001,5174.7,ITDemand.csv
TAX-01,700002,3163.48,ITDemand.csv
TAX-01,700003,348.58,ITDemand.csv
TAX-01,800000,5443.52,sales.csv
TAX-01,800001,8767.58,sales.csv
TAX-01,800002,3128.08,sales.csv
Sales-01,100000,74267.8,sales.csv
Sales-01,100001,19309.63,sales.csv
Sales-01,200000,335.54,sales.csv
Sales-01,400000,570.67,sales.csv
Sales-01,400001,295.45,sales.csv
Sales-01,500000,19748.52,sales.csv
Sales-01,600000,12573.3,sales.csv
Sales-01,600001,16465.36,sales.csv
Sales-01,600002,3385.77,sales.csv
Sales-01,700000,9894.1,ITDemand.csv
Sales-01,700001,7959.04,ITDemand.csv
Sales-01,700002,4073.92,ITDemand.csv
Sales-01,700003,8740.29,ITDemand.csv
Sales-01,800000,805.75,phones.csv
Sales-01,800001,5678.09,phones.csv
Sales-01,800002,1198.07,phones.csv
Sales-02,100000,89337.22,sales.csv
Sales-02,100001,23227.68,sales.csv
Sales-02,200000,10951.54,sales.csv
Sales-02,400000,173.87,sales.csv
Sales-02,400001,114.18,sales.csv
Sales-02,500000,28282.68,sales.csv
Sales-02,600000,29262.9,sales.csv
Sales-02,600001,22591.69,sales.csv
Sales-02,600002,19281.45,sales.csv
Sales-02,700000,7571.1,sales.csv
Sales-02,700001,2770.68,sales.csv
Sales-02,700002,6461.51,sales.csv
Sales-02,700003,5745.08,sales.csv
Sales-02,800000,9641.25,sales.csv
Sales-02,800001,8720.86,sales.csv
Sales-02,800002,2560.3,sales.csv
Sales-03,100000,45430.71,sales.csv
Sales-03,100001,11811.98,sales.csv
Sales-03,200000,58784.03,sales.csv
Sales-03,400000,182.96,sales.csv
Sales-03,400001,467.41,sales.csv
Sales-03,500000,13718.75,sales.csv
Sales-03,600000,12806.54,sales.csv
Sales-03,600001,15729.53,sales.csv
Sales-03,600002,22214.01,sales.csv
Sales-03,700000,3916.82,sales.csv
Sales-03,700001,1959.93,sales.csv
Sales-03,700002,9396.54,sales.csv
Sales-03,700003,693.99,sales.csv
Sales-03,800000,3038.29,sales.csv
Sales-03,800001,9858.48,sales.csv
Sales-03,800002,8011.91,sales.csv
Sales-04,100000,52548.83,sales.csv
Sales-04,100001,13662.7,sales.csv
Sales-04,200000,66651.17,sales.csv
Sales-04,400000,171.55,sales.csv
Sales-04,400001,91.62,sales.csv
Sales-04,500000,6459.66,sales.csv
Sales-04,600000,21555.64,sales.csv
Sales-04,600001,40209.4,sales.csv
Sales-04,600002,30711.66,sales.csv
Sales-04,700000,7389.78,ITDemand.csv
Sales-04,700001,4191.11,ITDemand.csv
Sales-04,700002,9407.05,ITDemand.csv
Sales-04,700003,6056.37,ITDemand.csv
Sales-04,800000,5005.74,phones.csv
Sales-04,800001,7699.19,phones.csv
Sales-04,800002,115.46,phones.csv
Sales-05,100000,15517.96,sales.csv
Sales-05,100001,4034.67,sales.csv
Sales-05,200000,33553.76,sales.csv
Sales-05,400000,880.59,sales.csv
Sales-05,400001,801.38,sales.csv
Sales-05,500000,20989.61,sales.csv
Sales-05,600000,111.19,sales.csv
Sales-05,600001,22576.67,sales.csv
Sales-05,600002,13913.57,sales.csv
Sales-05,700000,801.32,ITDemand.csv
Sales-05,700001,7498.18,ITDemand.csv
Sales-05,700002,5893.79,ITDemand.csv
Sales-05,700003,4991.7,ITDemand.csv
Sales-05,800000,6823.21,sales.csv
Sales-05,800001,8831.45,sales.csv
Sales-05,800002,8283.36,sales.csv
Marketing-01,100000,47775.15,sales.csv
Marketing-01,100001,12421.54,sales.csv
Marketing-01,200000,15402.11,sales.csv
Marketing-01,400000,482.47,sales.csv
Marketing-01,400001,159.51,sales.csv
Marketing-01,500000,4459.76,sales.csv
Marketing-01,600000,29546.97,sales.csv
Marketing-01,600001,38263.98,sales.csv
Marketing-01,600002,20343.03,sales.csv
Marketing-01,700000,6678,ITDemand.csv
Marketing-01,700001,5367.56,ITDemand.csv
Marketing-01,700002,4990.81,ITDemand.csv
Marketing-01,700003,707.81,ITDemand.csv
Marketing-01,800000,5199.21,sales.csv
Marketing-01,800001,9806.15,sales.csv
Marketing-01,800002,6984.51,sales.csv
Marketing-02,100000,27829.09,sales.csv
Marketing-02,100001,7235.56,sales.csv
Marketing-02,200000,59984.68,sales.csv
Marketing-02,400000,549.69,sales.csv
Marketing-02,400001,128.75,sales.csv
Marketing-02,500000,19778.48,sales.csv
Marketing-02,600000,42473.4,sales.csv
Marketing-02,600001,28533.66,sales.csv
Marketing-02,600002,24124.73,sales.csv
Marketing-02,700000,1198.36,ITDemand.csv
Marketing-02,700001,9425.5,ITDemand.csv
Marketing-02,700002,2095.26,ITDemand.csv
Marketing-02,700003,8338.4,ITDemand.csv
Marketing-02,800000,1804.5,sales.csv
Marketing-02,800001,780.5,sales.csv
Marketing-02,800002,1145.63,sales.csv
Marketing-03,100000,42749.23,sales.csv
Marketing-03,100001,11114.8,sales.csv
Marketing-03,200000,38274.99,sales.csv
Marketing-03,400000,482.97,sales.csv
Marketing-03,400001,582.99,sales.csv
Marketing-03,500000,8904.36,sales.csv
Marketing-03,600000,37754.91,sales.csv
Marketing-03,600001,17720.18,sales.csv
Marketing-03,600002,42365.89,sales.csv
Marketing-03,700000,3731.93,ITDemand.csv
Marketing-03,700001,7696.47,ITDemand.csv
Marketing-03,700002,6533.03,ITDemand.csv
Marketing-03,700003,865.86,ITDemand.csv
Marketing-03,800000,2378.9,sales.csv
Marketing-03,800001,1106.42,sales.csv
Marketing-03,800002,3180.86,sales.csv
Product-Mgmt-01,100000,32725.62,implementation.csv
Product-Mgmt-01,100001,8508.66,implementation.csv
Product-Mgmt-01,200000,21572.79,implementation.csv
Product-Mgmt-01,400000,535.43,implementation.csv
Product-Mgmt-01,400001,69.91,implementation.csv
Product-Mgmt-01,500000,39643.41,implementation.csv
Product-Mgmt-01,600000,19222.71,implementation.csv
Product-Mgmt-01,600001,44237.59,implementation.csv
Product-Mgmt-01,600002,32809.54,implementation.csv
Product-Mgmt-01,700000,4112.86,ITDemand.csv
Product-Mgmt-01,700001,1361.91,ITDemand.csv
Product-Mgmt-01,700002,4888.45,ITDemand.csv
Product-Mgmt-01,700003,367.53,ITDemand.csv
Product-Mgmt-01,800000,4911.75,implementation.csv
Product-Mgmt-01,800001,2240.54,implementation.csv
Product-Mgmt-01,800002,3292.86,implementation.csv
R&D-01,100000,20068.43,implementation.csv
R&D-01,100001,5217.79,implementation.csv
R&D-01,200000,82796.41,implementation.csv
R&D-01,400000,763.64,implementation.csv
R&D-01,400001,889.5,implementation.csv
R&D-01,500000,5515.99,implementation.csv
R&D-01,600000,19975.83,implementation.csv
R&D-01,600001,25462.77,implementation.csv
R&D-01,600002,19057.1,implementation.csv
R&D-01,700000,7430.79,ITDemand.csv
R&D-01,700001,7325.61,ITDemand.csv
R&D-01,700002,5901.69,ITDemand.csv
R&D-01,700003,6817.74,ITDemand.csv
R&D-01,800000,4982.6,implementation.csv
R&D-01,800001,4584.94,implementation.csv
R&D-01,800002,2888.85,implementation.csv
R&D-02,100000,6054.12,implementation.csv
R&D-02,100001,1574.07,implementation.csv
R&D-02,200000,38183.67,implementation.csv
R&D-02,400000,188.91,implementation.csv
R&D-02,400001,970.64,implementation.csv
R&D-02,500000,36741.69,implementation.csv
R&D-02,600000,15121.98,implementation.csv
R&D-02,600001,1649.21,implementation.csv
R&D-02,600002,29245.95,implementation.csv
R&D-02,700000,1077.61,ITDemand.csv
R&D-02,700001,9529.04,ITDemand.csv
R&D-02,700002,8744.52,ITDemand.csv
R&D-02,700003,2068.88,ITDemand.csv
R&D-02,800000,8042.38,implementation.csv
R&D-02,800001,8718.92,implementation.csv
R&D-02,800002,222.63,implementation.csv
R&D-03,100000,98362.11,implementation.csv
R&D-03,100001,25574.15,implementation.csv
R&D-03,200000,56125.15,implementation.csv
R&D-03,400000,235.83,implementation.csv
R&D-03,400001,474.84,implementation.csv
R&D-03,500000,38076.97,implementation.csv
R&D-03,600000,10178.77,implementation.csv
R&D-03,600001,30480.77,implementation.csv
R&D-03,600002,34127.02,implementation.csv
R&D-03,700000,9709.23,ITDemand.csv
R&D-03,700001,1046.56,ITDemand.csv
R&D-03,700002,8456.49,ITDemand.csv
R&D-03,700003,9180.79,ITDemand.csv
R&D-03,800000,8772.96,implementation.csv
R&D-03,800001,7129.96,implementation.csv
R&D-03,800002,571.17,implementation.csv
R&D-04,100000,95921.78,sales.csv
R&D-04,100001,24939.66,sales.csv
R&D-04,200000,93691.06,sales.csv
R&D-04,400000,415.12,sales.csv
R&D-04,400001,208.58,sales.csv
R&D-04,500000,1811.66,sales.csv
R&D-04,600000,38897.79,sales.csv
R&D-04,600001,30065.66,sales.csv
R&D-04,600002,27289.48,sales.csv
R&D-04,700000,4141.88,ITDemand.csv
R&D-04,700001,7561.14,ITDemand.csv
R&D-04,700002,9564.31,ITDemand.csv
R&D-04,700003,6520.08,ITDemand.csv
R&D-04,800000,2290.03,sales.csv
R&D-04,800001,6236.79,sales.csv
R&D-04,800002,2924.79,sales.csv
FIN-01,100000,69098.28,sales.csv
FIN-01,100001,17965.55,sales.csv
FIN-01,200000,76646.02,sales.csv
FIN-01,400000,233.35,sales.csv
FIN-01,400001,575.68,sales.csv
FIN-01,500000,19276.19,sales.csv
FIN-01,600000,14126.99,sales.csv
FIN-01,600001,26192.84,sales.csv
FIN-01,600002,27560.81,sales.csv
FIN-01,700000,2487.59,ITDemand.csv
FIN-01,700001,5371.7,ITDemand.csv
FIN-01,700002,9719.29,ITDemand.csv
FIN-01,700003,6542.27,ITDemand.csv
FIN-01,800000,8722.97,sales.csv
FIN-01,800001,8344.83,sales.csv
FIN-01,800002,8568.61,sales.csv
ACC-01,100000,728.8,sales.csv
ACC-01,100001,189.49,sales.csv
ACC-01,200000,49099.24,sales.csv
ACC-01,400000,150.98,sales.csv
ACC-01,400001,706.93,sales.csv
ACC-01,500000,9044.08,sales.csv
ACC-01,600000,7878.27,sales.csv
ACC-01,600001,12628.14,sales.csv
ACC-01,600002,15106.73,sales.csv
ACC-01,700000,7139.53,ITDemand.csv
ACC-01,700001,385.26,ITDemand.csv
ACC-01,700002,8551.99,ITDemand.csv
ACC-01,700003,9784.77,ITDemand.csv
ACC-01,800000,486.2,sales.csv
ACC-01,800001,8188,sales.csv
ACC-01,800002,6467.23,sales.csv
IT-01,100000,56799.2,ITDemand.csv
IT-01,100001,14767.79,ITDemand.csv
IT-01,200000,74320.57,ITDemand.csv
IT-01,400000,798.23,ITDemand.csv
IT-01,400001,734.64,ITDemand.csv
IT-01,500000,24119.33,ITDemand.csv
IT-01,600000,37721.64,ITDemand.csv
IT-01,600001,12279.56,ITDemand.csv
IT-01,600002,38787.13,ITDemand.csv
IT-01,700000,9952.73,ITDemand.csv
IT-01,700001,8458.67,ITDemand.csv
IT-01,700002,9841.48,ITDemand.csv
IT-01,700003,6257.28,ITDemand.csv
IT-01,800000,2966.36,ITDemand.csv
IT-01,800001,8877.31,ITDemand.csv
IT-01,800002,6001.12,ITDemand.csv
PS-01,100000,24564.81,implementation.csv
PS-01,100001,6386.85,implementation.csv
PS-01,200000,68171.78,implementation.csv
PS-01,400000,484.24,implementation.csv
PS-01,400001,444.79,implementation.csv
PS-01,500000,6638.53,implementation.csv
PS-01,600000,44868.7,implementation.csv
PS-01,600001,18619.19,implementation.csv
PS-01,600002,29844.31,implementation.csv
PS-01,700000,3246.57,implementation.csv
PS-01,700001,2503.73,implementation.csv
PS-01,700002,4739.36,implementation.csv
PS-01,700003,7814.77,implementation.csv
PS-01,800000,1832.77,implementation.csv
PS-01,800001,2522.58,implementation.csv
PS-01,800002,305.09,implementation.csv
IS-01,100000,77265.53,payroll.csv
IS-01,100001,20089.04,payroll.csv
IS-01,200000,60258.64,payroll.csv
IS-01,400000,142.54,payroll.csv
IS-01,400001,958.99,payroll.csv
IS-01,500000,28416.04,payroll.csv
IS-01,600000,33170.6,payroll.csv
IS-01,600001,30976.45,payroll.csv
IS-01,600002,31491.75,payroll.csv
IS-01,700000,1779.34,payroll.csv
IS-01,700001,4326.76,payroll.csv
IS-01,700002,7897.4,payroll.csv
IS-01,700003,3703.01,payroll.csv
IS-01,800000,3114.45,payroll.csv
IS-01,800001,1873.72,payroll.csv
IS-01,800002,7450.96,payroll.csv
Exec-Office-01,100000,76812.39,sales.csv
Exec-Office-01,100001,19971.22,sales.csv
Exec-Office-01,200000,74104.95,sales.csv
Exec-Office-01,400000,761.28,sales.csv
Exec-Office-01,400001,122.61,sales.csv
Exec-Office-01,500000,1360.69,sales.csv
Exec-Office-01,600000,5284.04,sales.csv
Exec-Office-01,600001,42691.68,sales.csv
Exec-Office-01,600002,33872.87,sales.csv
Exec-Office-01,700000,7909.45,sales.csv
Exec-Office-01,700001,5468.01,sales.csv
Exec-Office-01,700002,4964.49,sales.csv
Exec-Office-01,700003,2914.36,sales.csv
Exec-Office-01,800000,6056.19,sales.csv
Exec-Office-01,800001,1667.45,sales.csv
Exec-Office-01,800002,2216.16,sales.csv
LEG-01,100000,3200.92,sales.csv
LEG-01,100001,832.24,sales.csv
LEG-01,200000,22006.67,sales.csv
LEG-01,400000,777.45,sales.csv
LEG-01,400001,599.48,sales.csv
LEG-01,500000,36119.75,sales.csv
LEG-01,600000,24932.2,sales.csv
LEG-01,600001,30527.82,sales.csv
LEG-01,600002,36791.48,sales.csv
LEG-01,700000,8133.79,ITDemand.csv
LEG-01,700001,9167.77,ITDemand.csv
LEG-01,700002,8228.52,ITDemand.csv
LEG-01,700003,6785.52,ITDemand.csv
LEG-01,800000,3600.78,sales.csv
LEG-01,800001,5586.42,sales.csv
LEG-01,800002,8912.44,sales.csv
TAX-01,100000,20772.76,sales.csv
TAX-01,100001,5400.92,sales.csv
TAX-01,200000,62961.8,sales.csv
TAX-01,400000,581.52,sales.csv
TAX-01,400001,825.6,sales.csv
TAX-01,500000,17220.3,sales.csv
